Date,Open,High,Low,Close,Volume,AdjClose
12/26/2011,5512.7,5512.7,5512.7,5512.7,0,5512.7
12/19/2011,5387.3,5516.6,5328.7,5512.7,606287000,5512.7
12/12/2011,5529.2,5529.2,5366.8,5387.3,899254100,5387.3
12/5/2011,5552.3,5631.9,5440.9,5529.2,887799200,5529.2
11/28/2011,5164.7,5595.5,5164.7,5552.3,1052575300,5552.3
11/21/2011,5362.9,5362.9,5075.2,5164.7,893389900,5164.7
11/14/2011,5545.4,5575.2,5347.9,5362.9,871221600,5362.9
11/7/2011,5527.2,5616,5360.2,5545.4,841111700,5545.4
10/31/2011,5702.2,5702.2,5338.4,5527.2,1172846700,5527.2
10/24/2011,5488.7,5747.3,5465.5,5702.2,922305000,5702.2
10/17/2011,5466.4,5543.7,5348.6,5488.7,745046100,5488.7
10/10/2011,5303.4,5501.4,5303.4,5466.4,730032600,5466.4
10/3/2011,5128.5,5370.9,4868.6,5303.4,977658000,5303.4
9/26/2011,5066.8,5314.3,4974,5128.5,870634800,5128.5
9/19/2011,5368.4,5377.4,4928.1,5066.8,881251400,5066.8
9/12/2011,5214.7,5406.1,5059.2,5368.4,1119971200,5368.4
9/5/2011,5292,5369.8,5086.8,5214.7,908817800,5214.7
8/29/2011,5129.9,5449.7,5129.9,5292,777543800,5292
8/22/2011,5040.8,5254.2,4993.3,5129.9,967353700,5129.9
8/15/2011,5320,5377.2,4929.6,5040.8,962687700,5040.8
8/8/2011,5247,5320,4791,5320,1548970500,5320
8/1/2011,5815.2,5913.5,5202.6,5247,1285360500,5247
7/25/2011,5935,5951.3,5772.4,5815.2,764509000,5815.2
7/18/2011,5843.7,5966.8,5752.8,5935,917334900,5935
7/11/2011,5990.6,5998.6,5793,5843.7,835325700,5843.7
7/4/2011,5989.8,6084.1,5973.8,5990.6,710692300,5990.6
6/27/2011,5697.7,5999,5679.6,5989.8,927093200,5989.8
6/20/2011,5714.9,5789.1,5647.2,5697.7,833523600,5697.7
6/13/2011,5765.8,5822.6,5644.4,5714.9,903330400,5714.9
6/6/2011,5855,5890.6,5758.3,5765.8,786536900,5765.8
5/30/2011,5938.9,6010,5802.7,5855,723643000,5855
5/23/2011,5948.5,5951.4,5810.5,5938.9,883513000,5938.9
5/16/2011,5925.9,6017.6,5860.7,5948.5,778732800,5948.5
5/9/2011,5976.8,6040.2,5882.4,5925.9,807136100,5925.9
5/2/2011,6069.9,6103.7,5871.6,5976.8,914154000,5976.8
4/25/2011,6018.3,6091.8,6007,6069.9,400348200,6069.9
4/18/2011,5996,6049.4,5858.3,6018.3,588337100,6018.3
4/11/2011,6055.8,6070.8,5943.8,5996,711884300,5996
4/4/2011,6009.9,6066.4,5987.7,6055.8,705054500,6055.8
3/28/2011,5900.8,6014.8,5879.9,6009.9,804506600,6009.9
3/21/2011,5718.1,5918.7,5718.1,5900.8,769789900,5900.8
3/14/2011,5828.7,5842,5591.6,5718.1,1107143800,5718.1
3/7/2011,5990.4,6043.1,5796.4,5828.7,784559400,5828.7
2/28/2011,6001.2,6052.1,5865.9,5990.4,856392900,5990.4
2/21/2011,6083,6105.8,5861,6001.2,814163600,6001.2
2/14/2011,6062.9,6101.4,6023.8,6083,838226700,6083
2/7/2011,5997.4,6091.3,5973.4,6062.9,824253400,6062.9
1/31/2011,5881.4,6023.4,5815.4,5997.4,914044100,5997.4
1/24/2011,5896.3,6003.3,5877.9,5881.4,924081200,5881.4
1/17/2011,6002.1,6077.1,5867.3,5896.3,902276800,5896.3
1/10/2011,5984.3,6055.5,5939.9,6002.1,863833800,6002.1
1/3/2011,5899.9,6090.5,5899.9,5984.3,691750000,5984.3
12/27/2010,6008.9,6021.5,5899.9,5899.9,155777100,5899.9
12/20/2010,5871.8,6008.9,5865.5,6008.9,397233400,6008.9
12/13/2010,5813,5907.1,5812.9,5871.8,815203900,5871.8
12/6/2010,5745.3,5850.4,5728.5,5813,798777400,5813
11/29/2010,5668.7,5784.3,5519.2,5745.3,1059766700,5745.3
11/22/2010,5732.8,5783.1,5573.3,5668.7,825700500,5668.7
11/15/2010,5796.9,5832.9,5659.7,5732.8,743193300,5732.8
11/8/2010,5875.4,5902.1,5711.7,5796.9,947896800,5796.9
11/1/2010,5675.2,5899.4,5667.4,5875.4,891758500,5875.4
10/25/2010,5741.4,5794.3,5630.9,5675.2,795296500,5675.2
10/18/2010,5703.4,5786.7,5670.1,5741.4,747954800,5741.4
10/11/2010,5657.6,5770.9,5597.5,5703.4,842049700,5703.4
10/4/2010,5592.9,5707.3,5550.6,5657.6,837057900,5657.6
9/27/2010,5598.5,5650.3,5506.1,5592.9,818211100,5592.9
9/20/2010,5508.5,5635.7,5471.7,5598.5,760933000,5598.5
9/13/2010,5501.6,5612.9,5501.6,5508.5,895083500,5508.5
9/6/2010,5428.2,5511.5,5361.4,5501.6,752231900,5501.6
8/30/2010,5201.6,5454,5129.7,5428.2,744615100,5428.2
8/23/2010,5195.3,5268.4,5070.9,5201.6,757734200,5201.6
8/16/2010,5275.4,5351.5,5160.4,5195.3,722527900,5195.3
8/9/2010,5332.4,5418.6,5210.6,5275.4,891440800,5275.4
8/2/2010,5258,5416.8,5258,5332.4,1038322500,5332.4
7/26/2010,5312.6,5411.5,5245.5,5258,1079736700,5258
7/19/2010,5158.9,5328.5,5090.6,5312.6,875829600,5312.6
7/12/2010,5132.9,5287.3,5128.6,5158.9,851213500,5158.9
7/5/2010,4838.1,5150.6,4821.1,5132.9,902338000,5132.9
6/28/2010,5046.5,5085.7,4790,4838.1,1104135000,4838.1
6/21/2010,5250.8,5331.5,5031.7,5046.5,1006308900,5046.5
6/14/2010,5163.7,5293.8,5149.1,5250.8,1129371200,5250.8
6/7/2010,5126,5184.4,4984.7,5163.7,1132280200,5163.7
