Date,Open,High,Low,Close,Volume,AdjClose
12/19/2011,18053.64,18636.75,17821.52,18629.17,1176641600,18629.17
12/12/2011,18853.32,18919.42,17895.15,18285.39,1468450300,18285.39
12/5/2011,19117.89,19242.8,18511.42,18586.23,1532679500,18586.23
11/28/2011,18019.21,19151.65,17860.8,19040.39,2431578200,19040.39
11/21/2011,18213.72,18355.12,17613.2,17689.48,1451517400,17689.48
11/14/2011,19600.37,19640.68,18398.96,18491.23,2539129000,18491.23
11/7/2011,19894.22,20173.14,18945.58,19137.17,1758772600,19137.17
10/31/2011,20027.72,20155.62,19024.07,19842.79,1974773800,19842.79
10/24/2011,18444.16,20272.38,18435.41,20019.24,2485423600,20019.24
10/17/2011,18808.66,18908.17,17782,18025.72,1506614800,18025.72
10/10/2011,17853.26,18758.74,17437.84,18501.79,2180494000,18501.79
10/3/2011,17179.2,17800.72,16170.35,17707.01,2904995500,17707.01
9/26/2011,17634.42,18136.02,16999.54,17592.41,2351768600,17592.41
9/19/2011,19247.59,19247.59,17373.41,17668.83,2379390100,17668.83
9/12/2011,19264.68,19652.53,18627.65,19455.31,2189866400,19455.31
9/5/2011,19830.5,20159.29,19290.4,19866.63,1720369500,19866.63
8/29/2011,19883.06,20975.3,19749.4,20212.91,3337132300,20212.91
8/22/2011,19465.3,19919.92,19047.64,19582.88,2016244300,19582.88
8/15/2011,20056.78,20504.38,19314.42,19399.92,1769152100,19399.92
8/8/2011,20409.01,20572.51,18868.11,19620.01,3031685200,19620.01
8/1/2011,22739.55,22808.33,20643.26,20946.14,2075113300,20946.14
7/25/2011,22287.37,22635.38,22217.4,22440.25,1469258100,22440.25
7/18/2011,21727.93,22449.11,21611.16,22444.8,1555440900,22444.8
7/11/2011,22598.62,22598.62,21648.39,21875.38,1701857100,21875.38
7/4/2011,22813.25,22835.03,22509.18,22726.43,3012442400,22726.43
6/27/2011,21888.04,22464.05,21888.04,22398.1,1463754800,22398.1
6/20/2011,21770.79,22182.75,21508.77,22171.95,1741597900,22171.95
6/13/2011,22172.61,22642.46,21628.33,21695.26,1579775000,21695.26
6/7/2011,22762.21,22928.96,22297.94,22420.37,1914372700,22420.37
5/30/2011,23117.8,23707.95,22932.48,22949.56,1557735800,22949.56
5/23/2011,22942.96,23150.6,22519.66,23118.07,1238284600,23118.07
5/16/2011,23054.06,23248.13,22768.03,23199.39,1002867600,23199.39
5/9/2011,23249.98,23509.01,22888.08,23276.27,1190621200,23276.27
5/2/2011,23720.81,23924.48,22985.66,23159.14,1206728300,23159.14
4/25/2011,24138.31,24260.77,23633.74,23720.81,1084087000,23720.81
4/18/2011,23977.87,24185.49,23468.2,24138.31,1373535200,24138.31
4/11/2011,24394.99,24466.47,23842.29,24008.07,1442828700,24008.07
